data,seed,e,kappa,cl_ml_ratio,pareto_index,ml_sat,ml_unsat,cl_sat,cl_unsat,lm_lambda_minus,lm_lambda_plus,lp_lambda_minus,lp_lambda_plus,ARI,p1_slvr_status,p1_clause_gen,p1_solver,p1_total,p2_lm_slvr_status,p2_lm_clause_gen,p2_lm_solver,p2_lm_total,p2_lp_slvr_status,p2_lp_clause_gen,p2_lp_solver,p2_lp_total,total_slvr_time,type,obj_value
spam,1732,0.1,0.0,1,2,,,,,2425,899,2425,899,0.000549092,,,,,OPTIMUM,6914.48838,64.87126,7015.5955,OPTIMUM,7056.83535,139.91281,7233.26624,204.78407,main,1526
spam,1732,0.1,0.0,1,3,,,,,2428,1074,2428,1074,0.000702352,,,,,OPTIMUM,6890.18722,57.05404,6983.61052,OPTIMUM,6897.58172,83.76938,7017.56988,140.82342,main,1354
spam,1732,0.1,0.0,1,4,,,,,2429,1290,2429,1290,0.000467875,,,,,OPTIMUM,4888.67177,55.9172,4980.94623,OPTIMUM,4886.56033,79.80234,5002.66762,135.71954,main,1139
spam,1732,0.1,0.0,1,5,,,,,2432,1355,2432,1355,0.000233758,,,,,OPTIMUM,4848.51641,56.92127,4941.98102,OPTIMUM,4967.09379,61.75497,5064.69031,118.67624,main,1077
target,1732,0.1,0.0,1,0,,,,,488,2,488,6,0.35300678,,,,,OPTIMUM,39.52131,7.11537,48.45272,OPTIMUM,40.73458,21.85608,64.40125,28.97145,main,482
target,1732,0.1,0.0,1,1,,,,,489,7,489,11,0.350419845,,,,,OPTIMUM,39.48671,33.81516,75.16017,OPTIMUM,40.87267,17.78048,60.49767,51.59564,main,478
target,1732,0.1,0.0,1,2,,,,,492,13,492,14,0.351069645,,,,,OPTIMUM,39.88148,33.7329,75.56708,OPTIMUM,40.92553,18.74075,61.49506,52.47365,main,478
target,1732,0.1,0.0,1,3,,,,,499,16,499,16,0.389004516,,,,,OPTIMUM,40.18546,29.6191,71.67277,OPTIMUM,40.07938,22.45516,64.50991,52.07426,main,483
target,1732,0.1,0.0,1,4,,,,,500,17,500,17,0.342491855,,,,,OPTIMUM,40.4953,33.64212,75.98577,OPTIMUM,41.4409,21.66257,64.93172,55.30469,main,483
target,1732,0.1,0.0,1,5,,,,,505,21,505,25,0.368070117,,,,,OPTIMUM,40.31575,30.29582,72.61494,OPTIMUM,40.07707,21.40909,63.31687,51.70491,main,480
target,1732,0.1,0.0,1,6,,,,,533,26,533,28,0.379079733,,,,,OPTIMUM,40.44081,34.45616,76.91289,OPTIMUM,39.64567,22.83246,64.54854,57.28862,main,505
target,1732,0.1,0.0,1,7,,,,,646,32,646,33,0.368818297,,,,,OPTIMUM,40.72248,28.39042,71.08386,OPTIMUM,39.75624,30.66645,72.27596,59.05687,main,613
target,1732,0.1,0.0,1,8,,,,,650,34,650,164,1.0,,,,,OPTIMUM,39.96185,28.14627,70.0635,OPTIMUM,39.84658,28.18963,69.90707,56.3359,main,486
wine,1732,0.1,0.0,1,0,,,,,1178,0,1178,73,0.36824486,,,,,OPTIMUM,1.08288,0.673,1.84032,OPTIMUM,1.06822,0.85593,2.00957,1.52893,main,1105
wine,1732,0.1,0.0,1,1,,,,,1198,97,1198,175,0.428803725,,,,,OPTIMUM,1.09864,0.33736,1.52584,OPTIMUM,1.06163,0.95373,2.10201,1.29109,main,1023
wine,1732,0.1,0.0,1,2,,,,,1273,190,1273,387,-0.003819345,,,,,OPTIMUM,1.10558,0.17286,1.3639,OPTIMUM,1.09975,0.70936,1.89548,0.88222,main,886
wingnut,1732,0.1,0.0,1,0,,,,,1094,1,1094,67,1.0,,,,,OPTIMUM,66.24593,2.72268,70.27921,OPTIMUM,68.83378,1.87106,72.06472,4.59374,main,1027
chainlink,2352,0.1,0.0,1,0,,,,,928,4,928,16,0.032179395,,,,,OPTIMUM,65.41891,2.92869,69.75244,OPTIMUM,63.86943,1.81247,67.10491,4.74116,main,912
chainlink,2352,0.1,0.0,1,1,,,,,938,17,938,18,0.231568611,,,,,OPTIMUM,62.86654,2.69532,66.99387,OPTIMUM,64.47395,1.84919,67.68972,4.54451,main,920
chainlink,2352,0.1,0.0,1,2,,,,,941,19,941,20,0.00862116,,,,,OPTIMUM,63.42336,2.75654,67.49409,OPTIMUM,64.6184,4.61221,70.54521,7.36875,main,921
chainlink,2352,0.1,0.0,1,3,,,,,947,23,947,23,0.136085866,,,,,OPTIMUM,64.71019,2.74533,68.76398,OPTIMUM,63.29078,6.5565,71.17514,9.30183,main,924
chainlink,2352,0.1,0.0,1,4,,,,,956,24,956,24,0.148188442,,,,,OPTIMUM,64.04203,2.56018,67.9103,OPTIMUM,64.05579,21.11508,86.49788,23.67526,main,932
chainlink,2352,0.1,0.0,1,5,,,,,959,25,959,25,0.134574688,,,,,OPTIMUM,63.95278,2.66611,67.93355,OPTIMUM,65.50321,20.56074,87.34954,23.22685,main,934
chainlink,2352,0.1,0.0,1,6,,,,,984,27,984,28,0.324300896,,,,,OPTIMUM,65.63031,4.52992,71.48078,OPTIMUM,64.37841,25.86227,91.54013,30.39219,main,956
chainlink,2352,0.1,0.0,1,7,,,,,985,29,985,29,0.064600203,,,,,OPTIMUM,65.07427,6.41589,72.79637,OPTIMUM,65.17639,25.8269,92.32637,32.24279,main,956
chainlink,2352,0.1,0.0,1,8,,,,,990,31,990,39,0.0,,,,,OPTIMUM,65.56067,2.50365,69.37298,OPTIMUM,65.18807,16.25843,82.75713,18.76208,main,951
glass,2352,0.1,0.0,1,0,,,,,969,76,969,140,0.236311476,,,,,OPTIMUM,2.46741,7.4463,10.1373,OPTIMUM,2.52264,3.46133,6.21647,10.90763,main,829
glass,2352,0.1,0.0,1,1,,,,,1051,201,1051,215,0.224463969,,,,,OPTIMUM,2.48122,2.81789,5.52978,OPTIMUM,2.46613,4.46767,7.16197,7.28556,main,836
glass,2352,0.1,0.0,1,2,,,,,1056,276,1056,276,0.215576064,,,,,OPTIMUM,2.45988,1.20602,3.90156,OPTIMUM,2.51207,4.73727,7.48294,5.94329,main,780
glass,2352,0.1,0.0,1,3,,,,,1073,292,1073,292,0.203211614,,,,,OPTIMUM,2.4619,0.82668,3.51501,OPTIMUM,2.46725,4.45279,7.15371,5.27947,main,781
glass,2352,0.1,0.0,1,4,,,,,1223,329,1223,329,0.02834295,,,,,OPTIMUM,2.44037,0.66192,3.32816,OPTIMUM,2.47624,5.20521,7.90858,5.86713,main,894
glass,2352,0.1,0.0,1,5,,,,,1257,395,1257,398,0.044606766,,,,,OPTIMUM,2.48266,0.65984,3.37284,OPTIMUM,2.44131,5.3144,7.98257,5.97424,main,859
glass,2352,0.1,0.0,1,6,,,,,1278,412,1278,412,0.02725858,,,,,OPTIMUM,2.45203,0.67122,3.35259,OPTIMUM,2.44649,5.41457,8.08407,6.08579,main,866
glass,2352,0.1,0.0,1,7,,,,,1340,418,1340,418,0.029546478,,,,,OPTIMUM,2.48146,0.68794,3.40248,OPTIMUM,2.44798,6.08079,8.76622,6.76873,main,922
glass,2352,0.1,0.0,1,8,,,,,1341,428,1341,428,0.026221127,,,,,OPTIMUM,2.47279,0.66985,3.37384,OPTIMUM,2.43992,5.93452,8.60544,6.60437,main,913
glass,2352,0.1,0.0,1,9,,,,,1350,483,1350,483,0.020370799,,,,,OPTIMUM,2.49627,0.68158,3.40975,OPTIMUM,2.4495,5.92091,8.60109,6.60249,main,867
glass,2352,0.1,0.0,1,10,,,,,1472,534,1472,534,0.020370799,,,,,OPTIMUM,2.45679,0.68976,3.37689,OPTIMUM,2.44365,8.45203,11.12377,9.14179,main,938
ionosphere,2352,0.1,0.0,1,0,,,,,3554,2,3554,1566,0.094579814,,,,,OPTIMUM,4.30153,11.5321,16.07844,OPTIMUM,4.33625,2.60304,7.19019,14.13514,main,1988
ionosphere,2352,0.1,0.0,1,1,,,,,3564,1695,3564,1867,0.037361229,,,,,OPTIMUM,4.27601,0.69876,5.22484,OPTIMUM,4.35157,2.01686,6.61573,2.71562,main,1697
ionosphere,2352,0.1,0.0,1,2,,,,,3574,2370,3574,2370,0.00900208,,,,,OPTIMUM,4.61034,0.66818,5.49608,OPTIMUM,4.28366,1.88325,6.42198,2.55143,main,1204
iris,2352,0.1,0.0,1,0,,,,,726,7,726,32,0.599132294,,,,,OPTIMUM,0.69513,0.51912,1.2785,OPTIMUM,0.72342,0.55926,1.34103,1.07838,main,694
iris,2352,0.1,0.0,1,1,,,,,755,36,755,36,0.786163932,,,,,OPTIMUM,0.70275,0.31675,1.08284,OPTIMUM,0.73203,0.54114,1.33912,0.85789,main,719
iris,2352,0.1,0.0,1,2,,,,,829,50,829,66,0.56376612,,,,,OPTIMUM,0.69804,0.38555,1.14965,OPTIMUM,0.72803,0.604,1.39689,0.98955,main,763
iris,2352,0.1,0.0,1,3,,,,,896,74,896,74,0.525194184,,,,,OPTIMUM,0.69838,0.28301,1.04313,OPTIMUM,0.69522,0.70106,1.45779,0.98407,main,822
iris,2352,0.1,0.0,1,4,,,,,920,106,920,106,0.562136425,,,,,OPTIMUM,0.78217,0.2642,1.10883,OPTIMUM,0.70216,0.70304,1.46791,0.96724,main,814
iris,2352,0.1,0.0,1,5,,,,,966,130,966,130,0.563751021,,,,,OPTIMUM,0.72397,0.27407,1.0622,OPTIMUM,0.69854,0.77083,1.53273,1.0449,main,836
iris,2352,0.1,0.0,1,6,,,,,1054,153,1054,153,0.558371444,,,,,OPTIMUM,0.73306,0.31073,1.11039,OPTIMUM,0.69048,0.90824,1.65661,1.21897,main,901
lsun,2352,0.1,0.0,1,0,,,,,619,21,619,33,0.398503319,,,,,OPTIMUM,5.86385,3.05073,9.20286,OPTIMUM,5.85049,0.49005,6.63837,3.54078,main,586
lsun,2352,0.1,0.0,1,1,,,,,903,35,903,37,0.873974777,,,,,OPTIMUM,5.77329,0.57403,6.6444,OPTIMUM,5.84889,11.56066,17.69492,12.13469,main,866
lsun,2352,0.1,0.0,1,2,,,,,923,46,923,104,1.0,,,,,OPTIMUM,5.74814,0.57666,6.62201,OPTIMUM,5.79197,12.18096,18.25004,12.75762,main,819
seeds,2352,0.1,0.0,1,0,,,,,896,20,896,67,0.695013086,,,,,OPTIMUM,1.43759,1.50685,3.03985,OPTIMUM,1.46165,1.13534,2.69923,2.64219,main,829
seeds,2352,0.1,0.0,1,1,,,,,1049,70,1049,81,0.517712891,,,,,OPTIMUM,1.45095,0.18387,1.73543,OPTIMUM,1.42502,1.78744,3.31083,1.97131,main,968
seeds,2352,0.1,0.0,1,2,,,,,1147,86,1147,86,0.507318042,,,,,OPTIMUM,1.44896,0.22942,1.7781,OPTIMUM,1.45123,2.12112,3.67123,2.35054,main,1061
seeds,2352,0.1,0.0,1,3,,,,,1204,96,1204,106,0.470648838,,,,,OPTIMUM,1.44846,0.22297,1.76765,OPTIMUM,1.4539,2.23463,3.78401,2.4576,main,1098
seeds,2352,0.1,0.0,1,4,,,,,1679,134,1679,208,3.98e-06,,,,,OPTIMUM,1.44527,0.1875,1.73317,OPTIMUM,1.40975,0.75317,2.26178,0.94067,main,1471
spam,2352,0.1,0.0,1,0,,,,,2316,250,2316,250,-0.002531123,,,,,OPTIMUM,6920.15669,46.17211,7002.13732,OPTIMUM,5384.80089,73.88472,5495.22195,120.05683,main,2066
spam,2352,0.1,0.0,1,1,,,,,2424,268,2424,823,0.000396222,,,,,OPTIMUM,7156.76312,110.06095,7302.90784,OPTIMUM,7125.03956,143.106,7304.28802,253.16695,main,1601
spam,2352,0.1,0.0,1,2,,,,,2425,899,2425,899,0.000549092,,,,,OPTIMUM,6914.48838,64.87126,7015.5955,OPTIMUM,7056.83535,139.91281,7233.26624,204.78407,main,1526
spam,2352,0.1,0.0,1,3,,,,,2428,1074,2428,1074,0.000702352,,,,,OPTIMUM,6890.18722,57.05404,6983.61052,OPTIMUM,6897.58172,83.76938,7017.56988,140.82342,main,1354
spam,2352,0.1,0.0,1,4,,,,,2429,1290,2429,1290,0.000467875,,,,,OPTIMUM,4888.67177,55.9172,4980.94623,OPTIMUM,4886.56033,79.80234,5002.66762,135.71954,main,1139
spam,2352,0.1,0.0,1,5,,,,,2432,1355,2432,1355,0.000233758,,,,,OPTIMUM,4848.51641,56.92127,4941.98102,OPTIMUM,4967.09379,61.75497,5064.69031,118.67624,main,1077
target,2352,0.1,0.0,1,0,,,,,488,2,488,6,0.35300678,,,,,OPTIMUM,39.52131,7.11537,48.45272,OPTIMUM,40.73458,21.85608,64.40125,28.97145,main,482
target,2352,0.1,0.0,1,1,,,,,489,7,489,11,0.350419845,,,,,OPTIMUM,39.48671,33.81516,75.16017,OPTIMUM,40.87267,17.78048,60.49767,51.59564,main,478
target,2352,0.1,0.0,1,2,,,,,492,13,492,14,0.351069645,,,,,OPTIMUM,39.88148,33.7329,75.56708,OPTIMUM,40.92553,18.74075,61.49506,52.47365,main,478
target,2352,0.1,0.0,1,3,,,,,499,16,499,16,0.389004516,,,,,OPTIMUM,40.18546,29.6191,71.67277,OPTIMUM,40.07938,22.45516,64.50991,52.07426,main,483
target,2352,0.1,0.0,1,4,,,,,500,17,500,17,0.342491855,,,,,OPTIMUM,40.4953,33.64212,75.98577,OPTIMUM,41.4409,21.66257,64.93172,55.30469,main,483
target,2352,0.1,0.0,1,5,,,,,505,21,505,25,0.368070117,,,,,OPTIMUM,40.31575,30.29582,72.61494,OPTIMUM,40.07707,21.40909,63.31687,51.70491,main,480
target,2352,0.1,0.0,1,6,,,,,533,26,533,28,0.379079733,,,,,OPTIMUM,40.44081,34.45616,76.91289,OPTIMUM,39.64567,22.83246,64.54854,57.28862,main,505
target,2352,0.1,0.0,1,7,,,,,646,32,646,33,0.368818297,,,,,OPTIMUM,40.72248,28.39042,71.08386,OPTIMUM,39.75624,30.66645,72.27596,59.05687,main,613
target,2352,0.1,0.0,1,8,,,,,650,34,650,164,1.0,,,,,OPTIMUM,39.96185,28.14627,70.0635,OPTIMUM,39.84658,28.18963,69.90707,56.3359,main,486
wine,2352,0.1,0.0,1,0,,,,,1178,0,1178,73,0.36824486,,,,,OPTIMUM,1.08288,0.673,1.84032,OPTIMUM,1.06822,0.85593,2.00957,1.52893,main,1105
wine,2352,0.1,0.0,1,1,,,,,1198,97,1198,175,0.428803725,,,,,OPTIMUM,1.09864,0.33736,1.52584,OPTIMUM,1.06163,0.95373,2.10201,1.29109,main,1023
wine,2352,0.1,0.0,1,2,,,,,1273,190,1273,387,-0.003819345,,,,,OPTIMUM,1.10558,0.17286,1.3639,OPTIMUM,1.09975,0.70936,1.89548,0.88222,main,886
wingnut,2352,0.1,0.0,1,0,,,,,1094,1,1094,67,1.0,,,,,OPTIMUM,66.24593,2.72268,70.27921,OPTIMUM,68.83378,1.87106,72.06472,4.59374,main,1027
chainlink,3556,0.1,0.0,1,0,,,,,928,4,928,16,0.032179395,,,,,OPTIMUM,65.41891,2.92869,69.75244,OPTIMUM,63.86943,1.81247,67.10491,4.74116,main,912
chainlink,3556,0.1,0.0,1,1,,,,,938,17,938,18,0.231568611,,,,,OPTIMUM,62.86654,2.69532,66.99387,OPTIMUM,64.47395,1.84919,67.68972,4.54451,main,920
chainlink,3556,0.1,0.0,1,2,,,,,941,19,941,20,0.00862116,,,,,OPTIMUM,63.42336,2.75654,67.49409,OPTIMUM,64.6184,4.61221,70.54521,7.36875,main,921
chainlink,3556,0.1,0.0,1,3,,,,,947,23,947,23,0.136085866,,,,,OPTIMUM,64.71019,2.74533,68.76398,OPTIMUM,63.29078,6.5565,71.17514,9.30183,main,924
chainlink,3556,0.1,0.0,1,4,,,,,956,24,956,24,0.148188442,,,,,OPTIMUM,64.04203,2.56018,67.9103,OPTIMUM,64.05579,21.11508,86.49788,23.67526,main,932
chainlink,3556,0.1,0.0,1,5,,,,,959,25,959,25,0.134574688,,,,,OPTIMUM,63.95278,2.66611,67.93355,OPTIMUM,65.50321,20.56074,87.34954,23.22685,main,934
chainlink,3556,0.1,0.0,1,6,,,,,984,27,984,28,0.324300896,,,,,OPTIMUM,65.63031,4.52992,71.48078,OPTIMUM,64.37841,25.86227,91.54013,30.39219,main,956
chainlink,3556,0.1,0.0,1,7,,,,,985,29,985,29,0.064600203,,,,,OPTIMUM,65.07427,6.41589,72.79637,OPTIMUM,65.17639,25.8269,92.32637,32.24279,main,956
chainlink,3556,0.1,0.0,1,8,,,,,990,31,990,39,0.0,,,,,OPTIMUM,65.56067,2.50365,69.37298,OPTIMUM,65.18807,16.25843,82.75713,18.76208,main,951
glass,3556,0.1,0.0,1,0,,,,,969,76,969,140,0.236311476,,,,,OPTIMUM,2.46741,7.4463,10.1373,OPTIMUM,2.52264,3.46133,6.21647,10.90763,main,829
glass,3556,0.1,0.0,1,1,,,,,1051,201,1051,215,0.224463969,,,,,OPTIMUM,2.48122,2.81789,5.52978,OPTIMUM,2.46613,4.46767,7.16197,7.28556,main,836
glass,3556,0.1,0.0,1,2,,,,,1056,276,1056,276,0.215576064,,,,,OPTIMUM,2.45988,1.20602,3.90156,OPTIMUM,2.51207,4.73727,7.48294,5.94329,main,780
glass,3556,0.1,0.0,1,3,,,,,1073,292,1073,292,0.203211614,,,,,OPTIMUM,2.4619,0.82668,3.51501,OPTIMUM,2.46725,4.45279,7.15371,5.27947,main,781
glass,3556,0.1,0.0,1,4,,,,,1223,329,1223,329,0.02834295,,,,,OPTIMUM,2.44037,0.66192,3.32816,OPTIMUM,2.47624,5.20521,7.90858,5.86713,main,894
glass,3556,0.1,0.0,1,5,,,,,1257,395,1257,398,0.044606766,,,,,OPTIMUM,2.48266,0.65984,3.37284,OPTIMUM,2.44131,5.3144,7.98257,5.97424,main,859
glass,3556,0.1,0.0,1,6,,,,,1278,412,1278,412,0.02725858,,,,,OPTIMUM,2.45203,0.67122,3.35259,OPTIMUM,2.44649,5.41457,8.08407,6.08579,main,866
glass,3556,0.1,0.0,1,7,,,,,1340,418,1340,418,0.029546478,,,,,OPTIMUM,2.48146,0.68794,3.40248,OPTIMUM,2.44798,6.08079,8.76622,6.76873,main,922
glass,3556,0.1,0.0,1,8,,,,,1341,428,1341,428,0.026221127,,,,,OPTIMUM,2.47279,0.66985,3.37384,OPTIMUM,2.43992,5.93452,8.60544,6.60437,main,913
glass,3556,0.1,0.0,1,9,,,,,1350,483,1350,483,0.020370799,,,,,OPTIMUM,2.49627,0.68158,3.40975,OPTIMUM,2.4495,5.92091,8.60109,6.60249,main,867
glass,3556,0.1,0.0,1,10,,,,,1472,534,1472,534,0.020370799,,,,,OPTIMUM,2.45679,0.68976,3.37689,OPTIMUM,2.44365,8.45203,11.12377,9.14179,main,938
ionosphere,3556,0.1,0.0,1,0,,,,,3554,2,3554,1566,0.094579814,,,,,OPTIMUM,4.30153,11.5321,16.07844,OPTIMUM,4.33625,2.60304,7.19019,14.13514,main,1988
ionosphere,3556,0.1,0.0,1,1,,,,,3564,1695,3564,1867,0.037361229,,,,,OPTIMUM,4.27601,0.69876,5.22484,OPTIMUM,4.35157,2.01686,6.61573,2.71562,main,1697
ionosphere,3556,0.1,0.0,1,2,,,,,3574,2370,3574,2370,0.00900208,,,,,OPTIMUM,4.61034,0.66818,5.49608,OPTIMUM,4.28366,1.88325,6.42198,2.55143,main,1204
iris,3556,0.1,0.0,1,0,,,,,726,7,726,32,0.599132294,,,,,OPTIMUM,0.69513,0.51912,1.2785,OPTIMUM,0.72342,0.55926,1.34103,1.07838,main,694
iris,3556,0.1,0.0,1,1,,,,,755,36,755,36,0.786163932,,,,,OPTIMUM,0.70275,0.31675,1.08284,OPTIMUM,0.73203,0.54114,1.33912,0.85789,main,719
iris,3556,0.1,0.0,1,2,,,,,829,50,829,66,0.56376612,,,,,OPTIMUM,0.69804,0.38555,1.14965,OPTIMUM,0.72803,0.604,1.39689,0.98955,main,763
iris,3556,0.1,0.0,1,3,,,,,896,74,896,74,0.525194184,,,,,OPTIMUM,0.69838,0.28301,1.04313,OPTIMUM,0.69522,0.70106,1.45779,0.98407,main,822
iris,3556,0.1,0.0,1,4,,,,,920,106,920,106,0.562136425,,,,,OPTIMUM,0.78217,0.2642,1.10883,OPTIMUM,0.70216,0.70304,1.46791,0.96724,main,814
iris,3556,0.1,0.0,1,5,,,,,966,130,966,130,0.563751021,,,,,OPTIMUM,0.72397,0.27407,1.0622,OPTIMUM,0.69854,0.77083,1.53273,1.0449,main,836
iris,3556,0.1,0.0,1,6,,,,,1054,153,1054,153,0.558371444,,,,,OPTIMUM,0.73306,0.31073,1.11039,OPTIMUM,0.69048,0.90824,1.65661,1.21897,main,901
lsun,3556,0.1,0.0,1,0,,,,,619,21,619,33,0.398503319,,,,,OPTIMUM,5.86385,3.05073,9.20286,OPTIMUM,5.85049,0.49005,6.63837,3.54078,main,586
lsun,3556,0.1,0.0,1,1,,,,,903,35,903,37,0.873974777,,,,,OPTIMUM,5.77329,0.57403,6.6444,OPTIMUM,5.84889,11.56066,17.69492,12.13469,main,866
lsun,3556,0.1,0.0,1,2,,,,,923,46,923,104,1.0,,,,,OPTIMUM,5.74814,0.57666,6.62201,OPTIMUM,5.79197,12.18096,18.25004,12.75762,main,819
seeds,3556,0.1,0.0,1,0,,,,,896,20,896,67,0.695013086,,,,,OPTIMUM,1.43759,1.50685,3.03985,OPTIMUM,1.46165,1.13534,2.69923,2.64219,main,829
seeds,3556,0.1,0.0,1,1,,,,,1049,70,1049,81,0.517712891,,,,,OPTIMUM,1.45095,0.18387,1.73543,OPTIMUM,1.42502,1.78744,3.31083,1.97131,main,968
seeds,3556,0.1,0.0,1,2,,,,,1147,86,1147,86,0.507318042,,,,,OPTIMUM,1.44896,0.22942,1.7781,OPTIMUM,1.45123,2.12112,3.67123,2.35054,main,1061
seeds,3556,0.1,0.0,1,3,,,,,1204,96,1204,106,0.470648838,,,,,OPTIMUM,1.44846,0.22297,1.76765,OPTIMUM,1.4539,2.23463,3.78401,2.4576,main,1098
seeds,3556,0.1,0.0,1,4,,,,,1679,134,1679,208,3.98e-06,,,,,OPTIMUM,1.44527,0.1875,1.73317,OPTIMUM,1.40975,0.75317,2.26178,0.94067,main,1471
spam,3556,0.1,0.0,1,0,,,,,2316,250,2316,250,-0.002531123,,,,,OPTIMUM,6920.15669,46.17211,7002.13732,OPTIMUM,5384.80089,73.88472,5495.22195,120.05683,main,2066
spam,3556,0.1,0.0,1,1,,,,,2424,268,2424,823,0.000396222,,,,,OPTIMUM,7156.76312,110.06095,7302.90784,OPTIMUM,7125.03956,143.106,7304.28802,253.16695,main,1601
spam,3556,0.1,0.0,1,2,,,,,2425,899,2425,899,0.000549092,,,,,OPTIMUM,6914.48838,64.87126,7015.5955,OPTIMUM,7056.83535,139.91281,7233.26624,204.78407,main,1526
spam,3556,0.1,0.0,1,3,,,,,2428,1074,2428,1074,0.000702352,,,,,OPTIMUM,6890.18722,57.05404,6983.61052,OPTIMUM,6897.58172,83.76938,7017.56988,140.82342,main,1354
spam,3556,0.1,0.0,1,4,,,,,2429,1290,2429,1290,0.000467875,,,,,OPTIMUM,4888.67177,55.9172,4980.94623,OPTIMUM,4886.56033,79.80234,5002.66762,135.71954,main,1139
spam,3556,0.1,0.0,1,5,,,,,2432,1355,2432,1355,0.000233758,,,,,OPTIMUM,4848.51641,56.92127,4941.98102,OPTIMUM,4967.09379,61.75497,5064.69031,118.67624,main,1077
target,3556,0.1,0.0,1,0,,,,,488,2,488,6,0.35300678,,,,,OPTIMUM,39.52131,7.11537,48.45272,OPTIMUM,40.73458,21.85608,64.40125,28.97145,main,482
target,3556,0.1,0.0,1,1,,,,,489,7,489,11,0.350419845,,,,,OPTIMUM,39.48671,33.81516,75.16017,OPTIMUM,40.87267,17.78048,60.49767,51.59564,main,478
target,3556,0.1,0.0,1,2,,,,,492,13,492,14,0.351069645,,,,,OPTIMUM,39.88148,33.7329,75.56708,OPTIMUM,40.92553,18.74075,61.49506,52.47365,main,478
target,3556,0.1,0.0,1,3,,,,,499,16,499,16,0.389004516,,,,,OPTIMUM,40.18546,29.6191,71.67277,OPTIMUM,40.07938,22.45516,64.50991,52.07426,main,483
target,3556,0.1,0.0,1,4,,,,,500,17,500,17,0.342491855,,,,,OPTIMUM,40.4953,33.64212,75.98577,OPTIMUM,41.4409,21.66257,64.93172,55.30469,main,483
target,3556,0.1,0.0,1,5,,,,,505,21,505,25,0.368070117,,,,,OPTIMUM,40.31575,30.29582,72.61494,OPTIMUM,40.07707,21.40909,63.31687,51.70491,main,480
target,3556,0.1,0.0,1,6,,,,,533,26,533,28,0.379079733,,,,,OPTIMUM,40.44081,34.45616,76.91289,OPTIMUM,39.64567,22.83246,64.54854,57.28862,main,505
target,3556,0.1,0.0,1,7,,,,,646,32,646,33,0.368818297,,,,,OPTIMUM,40.72248,28.39042,71.08386,OPTIMUM,39.75624,30.66645,72.27596,59.05687,main,613
target,3556,0.1,0.0,1,8,,,,,650,34,650,164,1.0,,,,,OPTIMUM,39.96185,28.14627,70.0635,OPTIMUM,39.84658,28.18963,69.90707,56.3359,main,486
wine,3556,0.1,0.0,1,0,,,,,1178,0,1178,73,0.36824486,,,,,OPTIMUM,1.08288,0.673,1.84032,OPTIMUM,1.06822,0.85593,2.00957,1.52893,main,1105
wine,3556,0.1,0.0,1,1,,,,,1198,97,1198,175,0.428803725,,,,,OPTIMUM,1.09864,0.33736,1.52584,OPTIMUM,1.06163,0.95373,2.10201,1.29109,main,1023
wine,3556,0.1,0.0,1,2,,,,,1273,190,1273,387,-0.003819345,,,,,OPTIMUM,1.10558,0.17286,1.3639,OPTIMUM,1.09975,0.70936,1.89548,0.88222,main,886
wingnut,3556,0.1,0.0,1,0,,,,,1094,1,1094,67,1.0,,,,,OPTIMUM,66.24593,2.72268,70.27921,OPTIMUM,68.83378,1.87106,72.06472,4.59374,main,1027
